,標題,價格,商品網址,圖片網址
1471,Lafuma SHIFT GTX 女 防水外套 紅-LFV115466089,"6,864",https://shopee.tw//Lafuma-SHIFT-GTX-女-防水外套-紅-LFV115466089-i.178207524.25102113690?sp_atk=d20e5e89-cd49-446c-9ad1-c1ed2ac46d03&xptdk=d20e5e89-cd49-446c-9ad1-c1ed2ac46d03,https://down-tw.img.susercontent.com/file/tw-11134207-7r98v-lomcm51gvlru5d_tn
1472,BILLABONG 男 SUNDAYS M BDSH NGT 衝浪褲 印花黑-ABYBS00234NGT,"1,592",https://shopee.tw//BILLABONG-男-SUNDAYS-M-BDSH-NGT-衝浪褲-印花黑-ABYBS00234NGT-i.178207524.25100416142?sp_atk=8a999c3c-3e74-4596-a23d-ab67a8679e0b&xptdk=8a999c3c-3e74-4596-a23d-ab67a8679e0b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98x-lntizy7gzxgd36_tn
1473,The North Face TREKKING BASE CAMP STRAP 男雙織帶卡扣設計涼鞋-NF0A819V9,"2,016",https://shopee.tw//The-North-Face-TREKKING-BASE-CAMP-STRAP-男雙織帶卡扣設計涼鞋-NF0A819V9-i.178207524.25060892214?sp_atk=42498bdb-1a65-4df5-97c8-de9c30f0a8fb&xptdk=42498bdb-1a65-4df5-97c8-de9c30f0a8fb,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-lqy6ldwpxbdebf_tn
1474,The North Face YOUTH DAYPACK  男女 後背包NF0A8AMXKX7,"2,736",https://shopee.tw//The-North-Face-YOUTH-DAYPACK-男女-後背包NF0A8AMXKX7-i.178207524.25060868177?sp_atk=525dfcd4-9e7e-4157-b0d0-38bab3998763&xptdk=525dfcd4-9e7e-4157-b0d0-38bab3998763,https://down-tw.img.susercontent.com/file/tw-11134207-7r98s-lqy6ldvvzxsi88_tn
1475,The North Face M NEW HIKE PANT  男 防潑水戶外徒步長褲-NF0A7WCVJK3,"2,910",https://shopee.tw//The-North-Face-M-NEW-HIKE-PANT-男-防潑水戶外徒步長褲-NF0A7WCVJK3-i.178207524.25060724125?sp_atk=696e895b-73a7-495f-b53b-63430b41a938&xptdk=696e895b-73a7-495f-b53b-63430b41a938,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lqwv5wuoeoeg72_tn
1476,Lafuma ACCESS MICRO F-ZIP 男 保暖刷毛外套 黑-LFV121420247,"2,144",https://shopee.tw//Lafuma-ACCESS-MICRO-F-ZIP-男-保暖刷毛外套-黑-LFV121420247-i.178207524.25052107151?sp_atk=dcd27522-b781-41ef-9fbd-8a0b2bb9d524&xptdk=dcd27522-b781-41ef-9fbd-8a0b2bb9d524,https://down-tw.img.susercontent.com/file/tw-11134207-7r991-lom8gqenz20q81_tn
1477,The North Face W ALTAMESA 500 女 野跑鞋NF0A8A9PTOB,"5,111",https://shopee.tw//The-North-Face-W-ALTAMESA-500-女-野跑鞋NF0A8A9PTOB-i.178207524.25010759240?sp_atk=5a279db4-9c16-4907-8a86-e90c02255c61&xptdk=5a279db4-9c16-4907-8a86-e90c02255c61,https://down-tw.img.susercontent.com/file/tw-11134207-7r98y-lqx0xc77ctfs65_tn
1478,KANGOL 男女 連帽上衣 米白-6255105401,"1,190",https://shopee.tw//KANGOL-男女-連帽上衣-米白-6255105401-i.178207524.25004268775?sp_atk=03864a61-47a2-47f1-8433-fe10fd5a07fe&xptdk=03864a61-47a2-47f1-8433-fe10fd5a07fe,https://down-tw.img.susercontent.com/file/tw-11134207-7r98z-lpj6empddyr6a1_tn
1479,The North Face M MFO TREKKER SHORT  男 吸濕排汗休閒短褲-NF0A8AV6JK3,"1,872",https://shopee.tw//The-North-Face-M-MFO-TREKKER-SHORT-男-吸濕排汗休閒短褲-NF0A8AV6JK3-i.178207524.24960744233?sp_atk=0ebd5dfd-2f39-406e-afa4-1c72bdddcb1e&xptdk=0ebd5dfd-2f39-406e-afa4-1c72bdddcb1e,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-lqwvv0e3zob615_tn
1480,KANGOL 男女 針織休閒長褲 淺灰-6255122011,890,https://shopee.tw//KANGOL-男女-針織休閒長褲-淺灰-6255122011-i.178207524.24954295127?sp_atk=3228f4ef-898e-4052-adbd-b824ae003155&xptdk=3228f4ef-898e-4052-adbd-b824ae003155,https://down-tw.img.susercontent.com/file/tw-11134207-7r98z-lpj894nsjvvdf4_tn
1481,KANGOL 男女 刷毛連帽上衣 黑-6255105520,"1,390",https://shopee.tw//KANGOL-男女-刷毛連帽上衣-黑-6255105520-i.178207524.24954270039?sp_atk=a7ca3775-dc4c-4dfd-a917-b8479881ecea&xptdk=a7ca3775-dc4c-4dfd-a917-b8479881ecea,https://down-tw.img.susercontent.com/file/tw-11134207-7r98o-lpj6emqhf5f608_tn
1482,Lafuma ACCESS 女 二件式防水保暖化纖外套 藍-LFV123449289,"8,640",https://shopee.tw//Lafuma-ACCESS-女-二件式防水保暖化纖外套-藍-LFV123449289-i.178207524.24952112355?sp_atk=4d9b1901-a1ce-4213-a5dc-5b71d1b9513f&xptdk=4d9b1901-a1ce-4213-a5dc-5b71d1b9513f,https://down-tw.img.susercontent.com/file/tw-11134207-7r98o-lomc0s21aby283_tn
1483,The North Face VECTIV TARAVAL FUTURELIGHT 男 登山鞋NF0A5LWTUIB,"5,586",https://shopee.tw//The-North-Face-VECTIV-TARAVAL-FUTURELIGHT-男-登山鞋NF0A5LWTUIB-i.178207524.24910767328?sp_atk=e280974c-2365-48a4-983d-df6b687f34eb&xptdk=e280974c-2365-48a4-983d-df6b687f34eb,https://down-tw.img.susercontent.com/file/tw-11134207-7r98y-lqx0xc7qtqtka9_tn
1484,The North Face M HEDGEHOG 3 WP 男 登山鞋NF0A818QPV6,"6,061",https://shopee.tw//The-North-Face-M-HEDGEHOG-3-WP-男-登山鞋NF0A818QPV6-i.178207524.24910763467?sp_atk=a50cd867-b68f-435a-bb7f-23ebc0cd30a2&xptdk=a50cd867-b68f-435a-bb7f-23ebc0cd30a2,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lqx0xc8arj0oca_tn
1485,The North Face SANGRO DRYVENT JACKET 女 防水外套NF0A88FYJK3,"5,535",https://shopee.tw//The-North-Face-SANGRO-DRYVENT-JACKET-女-防水外套NF0A88FYJK3-i.178207524.24910719004?sp_atk=fecc4e22-a2cd-4d94-9f57-24c1cce2e687&xptdk=fecc4e22-a2cd-4d94-9f57-24c1cce2e687,https://down-tw.img.susercontent.com/file/tw-11134207-7r992-lqws3nv0l0b67c_tn
1486,Lafuma ADVENTURE TEE 男 有機棉短袖上衣 黑-LFV122727523,"1,024",https://shopee.tw//Lafuma-ADVENTURE-TEE-男-有機棉短袖上衣-黑-LFV122727523-i.178207524.24902101216?sp_atk=9e5ea29b-ad0e-49cf-b645-91dff1e9fa70&xptdk=9e5ea29b-ad0e-49cf-b645-91dff1e9fa70,https://down-tw.img.susercontent.com/file/tw-11134207-7r98t-lom8gqdkixvefb_tn
1487,SKECHERS HAZEL 女休閒鞋-米-177575NAT,"2,510",https://shopee.tw//SKECHERS-HAZEL-女休閒鞋-米-177575NAT-i.178207524.24900550244?sp_atk=b1ab4174-138d-41fa-a4e9-15c02b4a1dae&xptdk=b1ab4174-138d-41fa-a4e9-15c02b4a1dae,https://down-tw.img.susercontent.com/file/tw-11134207-7r992-lnv7j6n3eeyha7_tn
1488,BILLABONG SUNDAYS PRO 衝浪褲 黑-9517408BLK,"1,194",https://shopee.tw//BILLABONG-SUNDAYS-PRO-衝浪褲-黑-9517408BLK-i.178207524.24900414328?sp_atk=bbc17a1f-de8b-4605-bf4d-28a9973870e6&xptdk=bbc17a1f-de8b-4605-bf4d-28a9973870e6,https://down-tw.img.susercontent.com/file/tw-11134207-7r990-lntgv4bgdw6512_tn
1489,The North Face BASE CAMP VOYAGER DOPP KIT 旅行包盥洗包 NF0A81BLBQW,"1,881",https://shopee.tw//The-North-Face-BASE-CAMP-VOYAGER-DOPP-KIT-旅行包盥洗包-NF0A81BLBQW-i.178207524.24860864770?sp_atk=a5f8b1d1-783b-4415-b80e-8339043937e2&xptdk=a5f8b1d1-783b-4415-b80e-8339043937e2,https://down-tw.img.susercontent.com/file/tw-11134207-7r98s-lqy6ldvvvqiw55_tn
1490,The North Face NORM BUCKET 男女 可調節帽帶休閒漁夫帽-NF0A7WHNXMO,"1,691",https://shopee.tw//The-North-Face-NORM-BUCKET-男女-可調節帽帶休閒漁夫帽-NF0A7WHNXMO-i.178207524.24860770090?sp_atk=2a68c88a-c9e9-48e9-a7a2-607dbe786244&xptdk=2a68c88a-c9e9-48e9-a7a2-607dbe786244,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-lqx0xc8ui9xu38_tn
1491,KANGOL 男女 LOGO連帽上衣 -藍-6255105382,"1,290",https://shopee.tw//KANGOL-男女-LOGO連帽上衣-藍-6255105382-i.178207524.24854265939?sp_atk=303026a8-88f5-414e-a435-7b845292b404&xptdk=303026a8-88f5-414e-a435-7b845292b404,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-lpj6empdtf0260_tn
1492,The North Face M MFO TREKKER SHORT  男 吸濕排汗休閒短褲-NF0A8AV6173,"1,872",https://shopee.tw//The-North-Face-M-MFO-TREKKER-SHORT-男-吸濕排汗休閒短褲-NF0A8AV6173-i.178207524.24810743879?sp_atk=2c1a265e-a31c-4444-96a8-6ea3dd4e062b&xptdk=2c1a265e-a31c-4444-96a8-6ea3dd4e062b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98v-lqwvv0dtvv8235_tn
1493,The North Face W MONTANA SKI MITT 女 防水透氣保暖手套 NF0A7RGXJK3 黑,"2,699",https://shopee.tw//The-North-Face-W-MONTANA-SKI-MITT-女-防水透氣保暖手套-NF0A7RGXJK3-黑-i.178207524.24802736893?sp_atk=8f231662-5b61-429d-9ff9-e1e72fd400e6&xptdk=8f231662-5b61-429d-9ff9-e1e72fd400e6,https://down-tw.img.susercontent.com/file/tw-11134207-7r98x-loxfp52vq7w3c3_tn
1494,THE NORTH FACE BOZER HIP PACK III - L 中 腰包 NF0A52RWOKZ,"1,782",https://shopee.tw//THE-NORTH-FACE-BOZER-HIP-PACK-III-L-中-腰包-NF0A52RWOKZ-i.178207524.24800449525?sp_atk=2a70c568-140d-42c9-9ac8-720be7bbea6c&xptdk=2a70c568-140d-42c9-9ac8-720be7bbea6c,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lntmsnhj589pe0_tn
1495,The North Face Y COURT JESTER 中 後背包NF0A52VYKY4,"2,261",https://shopee.tw//The-North-Face-Y-COURT-JESTER-中-後背包NF0A52VYKY4-i.178207524.24760780464?sp_atk=cf490d60-b511-49ea-8b21-d5a126e872bb&xptdk=cf490d60-b511-49ea-8b21-d5a126e872bb,https://down-tw.img.susercontent.com/file/tw-11134207-7r992-lqx4uguoo5qg25_tn
1496,Lafuma 男 SHIFT GTX 防水外套 日蝕藍-LFV114088598,"6,784",https://shopee.tw//Lafuma-男-SHIFT-GTX-防水外套-日蝕藍-LFV114088598-i.178207524.24752099497?sp_atk=4f95c558-1e11-46ce-abc1-83467fe5b0cb&xptdk=4f95c558-1e11-46ce-abc1-83467fe5b0cb,https://down-tw.img.susercontent.com/file/tw-11134207-7r98o-lom8gqdjv27u9b_tn
1497,BILLABONG 男 FIFTY50 AIRLITE M BDSH BLK 衝浪褲 圖騰黑-ABYBS00224BLK,"1,832",https://shopee.tw//BILLABONG-男-FIFTY50-AIRLITE-M-BDSH-BLK-衝浪褲-圖騰黑-ABYBS00224BLK-i.178207524.24750415472?sp_atk=fbf75b15-de5f-4714-9fb7-c031b0ceb229&xptdk=fbf75b15-de5f-4714-9fb7-c031b0ceb229,https://down-tw.img.susercontent.com/file/tw-11134207-7r98y-lntizy7gyivx23_tn
1498,The North Face SEASONAL TOTEAP LOGO印花 男女 休閒單肩包NF0A7QU64D5,"1,691",https://shopee.tw//The-North-Face-SEASONAL-TOTEAP-LOGO印花-男女-休閒單肩包NF0A7QU64D5-i.178207524.24710771389?sp_atk=c9ef05b0-faf7-49f5-9f08-0f67cb4e118e&xptdk=c9ef05b0-faf7-49f5-9f08-0f67cb4e118e,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lqx3ifdulloo98_tn
1499,The North Face ANTORA TRICLIMATE 女 兩件式外套NF0A7QW6ROI,"6,228",https://shopee.tw//The-North-Face-ANTORA-TRICLIMATE-女-兩件式外套NF0A7QW6ROI-i.178207524.24710726046?sp_atk=91cd83fb-30f7-468f-baeb-385365b01ffe&xptdk=91cd83fb-30f7-468f-baeb-385365b01ffe,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-lqwtt4gpomx434_tn
1500,The North Face 92 RIPSTOP NUPTSE JACKET 女 羽絨外套NF0A870RQLI,"16,380",https://shopee.tw//The-North-Face-92-RIPSTOP-NUPTSE-JACKET-女-羽絨外套NF0A870RQLI-i.178207524.24710716649?sp_atk=936b9c19-0e2d-4bed-b6d9-87d183d2ae5d&xptdk=936b9c19-0e2d-4bed-b6d9-87d183d2ae5d,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-lqws3ntwjtn604_tn
1501,CHUMS 男 Bonding Fleece No Collar Vest刷毛背心-CH041358C094,"3,686",https://shopee.tw//CHUMS-男-Bonding-Fleece-No-Collar-Vest刷毛背心-CH041358C094-i.178207524.24703375683?sp_atk=b56890f3-52d4-433b-8c45-431e7300f17d&xptdk=b56890f3-52d4-433b-8c45-431e7300f17d,https://down-tw.img.susercontent.com/file/tw-11134207-7r98y-lp7qtjq5ukhjee_tn
1502,The North Face COMMUTER DAYPACK  中 後背包NF0A8AMKKY4,"4,636",https://shopee.tw//The-North-Face-COMMUTER-DAYPACK-中-後背包NF0A8AMKKY4-i.178207524.24660787941?sp_atk=3a973039-e168-4c79-b379-da3e9b98ec58&xptdk=3a973039-e168-4c79-b379-da3e9b98ec58,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lqx5lsab7z6ae7_tn
1503,The North Face POLARTEC100 ZIP-IN 女 刷毛外套NF0A81SRROR,"2,910",https://shopee.tw//The-North-Face-POLARTEC100-ZIP-IN-女-刷毛外套NF0A81SRROR-i.178207524.24660722703?sp_atk=f1d7a80b-7024-498d-97a6-e0ffa631000a&xptdk=f1d7a80b-7024-498d-97a6-e0ffa631000a,https://down-tw.img.susercontent.com/file/tw-11134207-7r98x-lqwtt4i2huxe13_tn
1504,KANGOL 男女 袖切接連帽上衣 黑-6255105020,"1,290",https://shopee.tw//KANGOL-男女-袖切接連帽上衣-黑-6255105020-i.178207524.24654227098?sp_atk=4fd968ae-3ecc-4edb-b009-9e41a9a70e7d&xptdk=4fd968ae-3ecc-4edb-b009-9e41a9a70e7d,https://down-tw.img.susercontent.com/file/tw-11134207-7r990-lpj59xod4f1ufa_tn
1505,The North Face W MFO ML RAIN ZIP-IN 女 防水透氣外套 NF0A88RS9B8 灰白,"5,028",https://shopee.tw//The-North-Face-W-MFO-ML-RAIN-ZIP-IN-女-防水透氣外套-NF0A88RS9B8-灰白-i.178207524.24652742960?sp_atk=b71c6941-7bff-4b0f-9534-35bb8abad65b&xptdk=b71c6941-7bff-4b0f-9534-35bb8abad65b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98v-loxh3sbvjm2b2f_tn
1506,Lafuma ACCESS 男 二件式防水保暖化纖外套 黑-LFV123380247,"8,640",https://shopee.tw//Lafuma-ACCESS-男-二件式防水保暖化纖外套-黑-LFV123380247-i.178207524.24652111309?sp_atk=267ea0b1-e7c2-4559-bbac-71a1dac6514b&xptdk=267ea0b1-e7c2-4559-bbac-71a1dac6514b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98w-lomb8zkwchhmd1_tn
1507,BILLABONG DRIFT AWAY WALKSH 短褲 白-6508276SCY,995,https://shopee.tw//BILLABONG-DRIFT-AWAY-WALKSH-短褲-白-6508276SCY-i.178207524.24650411178?sp_atk=3ac97a45-7b92-462e-a27f-ec863d3f0894&xptdk=3ac97a45-7b92-462e-a27f-ec863d3f0894,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lntg61q5djqx49_tn
1508,The North Face Y MINI RECON 兒童藍色防潑水大容量後背包-NF0A52VXYBI,"2,071",https://shopee.tw//The-North-Face-Y-MINI-RECON-兒童藍色防潑水大容量後背包-NF0A52VXYBI-i.178207524.24610780103?sp_atk=c4698ae1-1628-44c8-a166-6b3c0e21fb86&xptdk=c4698ae1-1628-44c8-a166-6b3c0e21fb86,https://down-tw.img.susercontent.com/file/tw-11134207-7r991-lqx4uguoebrcb1_tn
1509,The North Face U MFO S/S POLY TEE  男女 短袖上衣NF0A8AUTJK3,"1,287",https://shopee.tw//The-North-Face-U-MFO-S-S-POLY-TEE-男女-短袖上衣NF0A8AUTJK3-i.178207524.24610747447?sp_atk=52ed8bd1-5ed3-48a4-be19-eb160f454a26&xptdk=52ed8bd1-5ed3-48a4-be19-eb160f454a26,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lqwvv0dk3aoi51_tn
1510,The North Face 經典ICON 輕便保暖抓地 女休閒鞋-黑-NF0A5G2BKY4,"3,380",https://shopee.tw//The-North-Face-經典ICON-輕便保暖抓地-女休閒鞋-黑-NF0A5G2BKY4-i.178207524.24602735329?sp_atk=6939c570-0163-4871-bc90-00e81b8f4fac&xptdk=6939c570-0163-4871-bc90-00e81b8f4fac,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-loxd76gbhulzc4_tn
1511,The North Face 防潑水耐用大容量休閒後背包 -NF0A81DOKY4,"5,586",https://shopee.tw//The-North-Face-防潑水耐用大容量休閒後背包-NF0A81DOKY4-i.178207524.24560785822?sp_atk=5edce86b-818d-452c-9582-e7e221f457ba&xptdk=5edce86b-818d-452c-9582-e7e221f457ba,https://down-tw.img.susercontent.com/file/tw-11134207-7r98z-lqx4uguxq1hk82_tn
1512,The North Face 兒童橘綠印花舒適背負翻蓋休閒後背包-NF0A52VWYOX,"1,881",https://shopee.tw//The-North-Face-兒童橘綠印花舒適背負翻蓋休閒後背包-NF0A52VWYOX-i.178207524.24560779307?sp_atk=19b40615-1fa9-4376-b249-9c64ef50da63&xptdk=19b40615-1fa9-4376-b249-9c64ef50da63,https://down-tw.img.susercontent.com/file/tw-11134207-7r98s-lqx4uguo8phkbf_tn
1513,The North Face DRYZZLE FUTURELIGHT 男 防水外套NF0A89B2JK3,"6,228",https://shopee.tw//The-North-Face-DRYZZLE-FUTURELIGHT-男-防水外套NF0A89B2JK3-i.178207524.24560719635?sp_atk=56e3aef5-727f-47f1-b7f9-9a896d9d291e&xptdk=56e3aef5-727f-47f1-b7f9-9a896d9d291e,https://down-tw.img.susercontent.com/file/tw-11134207-7r98t-lqwtt4gpj0nc87_tn
1514,BILLABONG ALL HAPPENING 吊帶短褲 米白-6508504A03,895,https://shopee.tw//BILLABONG-ALL-HAPPENING-吊帶短褲-米白-6508504A03-i.178207524.24550412031?sp_atk=307bf93f-acf3-4255-9be6-059971481f0b&xptdk=307bf93f-acf3-4255-9be6-059971481f0b,https://down-tw.img.susercontent.com/file/tw-11134207-7r98s-lntg61q5c4rh0a_tn
1515,The North Face  大LOGO印花 耐磨 男女 休閒單肩包-NF0A7QU621L,"1,691",https://shopee.tw//The-North-Face-大LOGO印花-耐磨-男女-休閒單肩包-NF0A7QU621L-i.178207524.24510775418?sp_atk=f3dcc684-1427-4481-9228-a14ee2458538&xptdk=f3dcc684-1427-4481-9228-a14ee2458538,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lqx3ifduwu885c_tn
1516,The North Face SUN DYE LOGO CREW 女 圓領套頭衫NF0A88FUJK3,"1,728",https://shopee.tw//The-North-Face-SUN-DYE-LOGO-CREW-女-圓領套頭衫NF0A88FUJK3-i.178207524.24510750869?sp_atk=17f5aa81-eade-4229-94df-97e60cdb42a3&xptdk=17f5aa81-eade-4229-94df-97e60cdb42a3,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lqx0kiy1lqmgc3_tn
1517,Lafuma SHIFT F-ZIP 男 刷毛外套 黑-LFV121440247,"2,384",https://shopee.tw//Lafuma-SHIFT-F-ZIP-男-刷毛外套-黑-LFV121440247-i.178207524.24502108491?sp_atk=48cac4eb-13c2-4a58-97b6-3d7becb33f54&xptdk=48cac4eb-13c2-4a58-97b6-3d7becb33f54,https://down-tw.img.susercontent.com/file/tw-11134207-7r992-lomb1352h0ne8a_tn
1518,The North Face U MFO S/S POLY TEE  男女 短袖上衣NF0A8AUT9B8,"1,287",https://shopee.tw//The-North-Face-U-MFO-S-S-POLY-TEE-男女-短袖上衣NF0A8AUT9B8-i.178207524.24460747246?sp_atk=d5922a27-52da-4845-af1e-aad1380298b3&xptdk=d5922a27-52da-4845-af1e-aad1380298b3,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lqwvv0da53v612_tn
1519,KANGOL 男女 雙面燈芯絨外套 深藍-6255142380,"1,690",https://shopee.tw//KANGOL-男女-雙面燈芯絨外套-深藍-6255142380-i.178207524.24454291581?sp_atk=867cd260-424b-4df1-9217-6dc6cf2691b6&xptdk=867cd260-424b-4df1-9217-6dc6cf2691b6,https://down-tw.img.susercontent.com/file/tw-11134207-7r98u-lpj894oc3msy6e_tn
1520,The North Face BASE CAMP VOYAGERESSENGER 男女 側背包NF0A81DPKY4,"5,586",https://shopee.tw//The-North-Face-BASE-CAMP-VOYAGERESSENGER-男女-側背包NF0A81DPKY4-i.178207524.24410872878?sp_atk=100e38f2-60e5-4715-974f-2614dbb24701&xptdk=100e38f2-60e5-4715-974f-2614dbb24701,https://down-tw.img.susercontent.com/file/tw-11134207-7r98v-lqy6ldw5ppmw34_tn
1521,KANGOL 男女 圓領長袖上衣 藍-6255100282,"1,190",https://shopee.tw//KANGOL-男女-圓領長袖上衣-藍-6255100282-i.178207524.24404226479?sp_atk=d7140b6f-cc0a-4dbf-add2-b793f0855cbc&xptdk=d7140b6f-cc0a-4dbf-add2-b793f0855cbc,https://down-tw.img.susercontent.com/file/tw-11134207-7r98x-lpj59xo3en8904_tn
1522,KANGOL 帆布皮革手提包 黑-6325170620,"1,190",https://shopee.tw//KANGOL-帆布皮革手提包-黑-6325170620-i.178207524.24354297251?sp_atk=ee843319-351c-40fe-884c-f60299816ec2&xptdk=ee843319-351c-40fe-884c-f60299816ec2,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lpj9b697nh9u3c_tn
1523,Lafuma CALI 女 保暖刷毛外套 黑灰-LFV121617085,"2,864",https://shopee.tw//Lafuma-CALI-女-保暖刷毛外套-黑灰-LFV121617085-i.178207524.24352112631?sp_atk=d9df80b5-1603-4d16-a6b1-757c792beaee&xptdk=d9df80b5-1603-4d16-a6b1-757c792beaee,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lomcelx3lbeib4_tn
1524,Lafuma DOWN 男 保暖防風羽絨外套 黑-LFV122350247,"5,984",https://shopee.tw//Lafuma-DOWN-男-保暖防風羽絨外套-黑-LFV122350247-i.178207524.24352109278?sp_atk=8542a3b7-43c3-49b9-aecb-7ebe045703b3&xptdk=8542a3b7-43c3-49b9-aecb-7ebe045703b3,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lomb8zjs9wcad0_tn
1525,The North Face BASE GAITERFQ 男女款黑色防曬舒適透氣圍脖-NF0A7WH6KY4,"1,216",https://shopee.tw//The-North-Face-BASE-GAITERFQ-男女款黑色防曬舒適透氣圍脖-NF0A7WH6KY4-i.178207524.24310878125?sp_atk=56924d88-74e8-49f7-94e3-4e4714c80e06&xptdk=56924d88-74e8-49f7-94e3-4e4714c80e06,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lqy6ldwprp3ma4_tn
1526,The North Face BASE CAMP VOYAGER DUFFEL 32L 旅行包NF0A52RRBQW,"5,586",https://shopee.tw//The-North-Face-BASE-CAMP-VOYAGER-DUFFEL-32L-旅行包NF0A52RRBQW-i.178207524.24310864187?sp_atk=746b848d-8e57-462c-85d6-665f4bfdbae1&xptdk=746b848d-8e57-462c-85d6-665f4bfdbae1,https://down-tw.img.susercontent.com/file/tw-11134207-7r992-lqy6ldvvnb4839_tn
1527,The North Face  DOME SUEDE BFT HOODIE 男 連帽上衣NF0A88FSQLI,"3,686",https://shopee.tw//The-North-Face-DOME-SUEDE-BFT-HOODIE-男-連帽上衣NF0A88FSQLI-i.178207524.24310746048?sp_atk=8a851b1d-1859-4bb5-9f21-56309f8c2465&xptdk=8a851b1d-1859-4bb5-9f21-56309f8c2465,https://down-tw.img.susercontent.com/file/tw-11134207-7r98o-lqwvv0daeya0da_tn
1528,KANGOL 男女 絨感連帽上衣 深綠-6255105770,"1,090",https://shopee.tw//KANGOL-男女-絨感連帽上衣-深綠-6255105770-i.178207524.24304270843?sp_atk=e804510a-61b9-47ac-8370-0432fc999587&xptdk=e804510a-61b9-47ac-8370-0432fc999587,https://down-tw.img.susercontent.com/file/tw-11134207-7r992-lpj894obwljt74_tn
1529,KANGOL 男女 LOGO連帽上衣 深橘-6255105350,"1,290",https://shopee.tw//KANGOL-男女-LOGO連帽上衣-深橘-6255105350-i.178207524.24304265334?sp_atk=74d1da77-9467-4259-aea6-49ec7099df12&xptdk=74d1da77-9467-4259-aea6-49ec7099df12,https://down-tw.img.susercontent.com/file/tw-11134207-7r98r-lpj6empe0ffd5c_tn
1530,The North Face BASE CAMP FUSE BOX MINI 男女 後背包NF0A873WKX7,"4,636",https://shopee.tw//The-North-Face-BASE-CAMP-FUSE-BOX-MINI-男女-後背包NF0A873WKX7-i.178207524.24210786281?sp_atk=8357abf9-aa67-4f80-990c-5b18b97cb25d&xptdk=8357abf9-aa67-4f80-990c-5b18b97cb25d,https://down-tw.img.susercontent.com/file/tw-11134207-7r98p-lqx5a0b95byq08_tn
1531,The North Face SANGRO DRYVENT JACKET 女 防水外套NF0A88FYQLI,"5,535",https://shopee.tw//The-North-Face-SANGRO-DRYVENT-JACKET-女-防水外套NF0A88FYQLI-i.178207524.24210714240?sp_atk=22dea73f-87a7-4eb8-88c2-7af5be3209ba&xptdk=22dea73f-87a7-4eb8-88c2-7af5be3209ba,https://down-tw.img.susercontent.com/file/tw-11134207-7r990-lqwtt4gp7s3s1c_tn
1532,KANGOL 男女 袖切接連帽上衣- 黃-6255105062,"1,290",https://shopee.tw//KANGOL-男女-袖切接連帽上衣-黃-6255105062-i.178207524.24204222141?sp_atk=aabf2a2c-6369-40d4-a548-505de3f6cec0&xptdk=aabf2a2c-6369-40d4-a548-505de3f6cec0,https://down-tw.img.susercontent.com/file/tw-11134207-7r990-lpj59xoxdfdl82_tn
1533,Lafuma MOOVE 男 防水外套 靛藍/煙藍-LFV118876643,"3,976",https://shopee.tw//Lafuma-MOOVE-男-防水外套-靛藍-煙藍-LFV118876643-i.178207524.24202099519?sp_atk=3dd23705-5a4c-4b41-9fd0-7b8aea92b1cb&xptdk=3dd23705-5a4c-4b41-9fd0-7b8aea92b1cb,https://down-tw.img.susercontent.com/file/tw-11134207-7r98y-lom8gqdk0ohmca_tn
1534,SKECHERS SRR PRO RESISTANCE 女休閒鞋-黑-896066BBK,"5,120",https://shopee.tw//SKECHERS-SRR-PRO-RESISTANCE-女休閒鞋-黑-896066BBK-i.178207524.24200551027?sp_atk=cd5801c0-9fd0-42cb-a7a5-f019f2a7f354&xptdk=cd5801c0-9fd0-42cb-a7a5-f019f2a7f354,https://down-tw.img.susercontent.com/file/tw-11134207-7r98q-lnv7j6n3h7odf0_tn
